ID,Aspect,Category,Opinion,Gold_VA,Pred_VA,cTP_semantic,VA_distance,combined_score
rest16_quad_train_125,food,food#quality,null,6.38#6.50,5.10#5.42,1.0,0.14802871343087465,0.8519712865691254
rest16_quad_dev_2,sake list,drinks#style_options,extensive,7.83#8.00,7.58#7.52,1.0,0.04783598279538116,0.9521640172046189
rest16_quad_dev_2,null,service#general,null,5.00#5.00,4.93#5.41,1.0,0.03676360292463187,0.9632363970753681
rest16_quad_train_553,wine list,drinks#style_options,really nice,7.50#7.62,7.68#7.65,1.0,0.016129359875704904,0.9838706401242951
rest16_quad_test_457,null,service#general,null,5.00#5.00,4.97#5.40,0.9047762552897135,0.03545463650920711,0.8693216187805064
rest16_quad_train_775,pad se ew chicken,food#quality,delicious,7.75#7.75,7.84#7.75,1.0,0.007954951288348647,0.9920450487116513
rest16_quad_train_775,pad thai,food#quality,too oily,3.75#6.75,4.91#6.37,0.9706641832987467,0.10789172813520043,0.8627724551635463
rest16_quad_train_462,food,food#quality,awsome,8.00#8.00,4.65#6.00,0.9999999602635702,0.3448561747308579,0.6551437855327122
rest16_quad_train_369,decor,ambience#general,very diner - ish,7.38#7.38,7.14#7.35,0.9340935746828715,0.021378289220608856,0.9127152854622627
rest16_quad_train_1289,service,service#general,just ok,6.00#5.50,5.02#5.45,0.999999980131785,0.08673324766201256,0.9132667324697725
rest16_quad_train_1289,null,restaurant#prices,null,5.00#5.00,4.92#5.41,1.0,0.03692263871935483,0.9630773612806451
rest16_quad_test_514,restaurant,restaurant#prices,astonished,7.75#8.38,3.45#6.57,1.0,0.41236835020403784,0.5876316497959622
rest16_quad_train_167,null,service#general,disappointment,2.00#7.88,3.45#6.23,0.9503328601519266,0.1941528070876133,0.7561800530643134
rest16_quad_test_167,food,food#quality,always freshly prepared,7.83#8.00,7.80#7.78,1.0,0.019625398085134454,0.9803746019148656
rest16_quad_train_885,food,food#quality,not fresh,3.50#5.50,3.58#6.13,1.0,0.05613182029829425,0.9438681797017058
rest16_quad_train_885,sauces,food#quality,bland,3.33#5.33,2.53#6.86,1.0,0.15260498435503345,0.8473950156449666
rest16_quad_train_885,sauces,food#quality,very oily,3.33#5.17,2.77#6.45,0.9846260945002238,0.12349089035228471,0.8611352041479391
rest16_quad_test_83,ambiance,ambience#general,peaceful,7.83#7.50,7.52#7.71,1.0,0.033095505737184346,0.9669044942628157
rest16_quad_train_201,traditional french decour,ambience#general,pleasant,7.83#7.50,7.78#7.79,1.0,0.026010815058356014,0.973989184941644
rest16_quad_train_201,hall,ambience#general,rather noisy,2.67#6.83,3.87#6.21,1.0,0.1193864523302372,0.8806135476697627
rest16_quad_test_227,pizza,food#quality,love,7.00#7.12,7.70#7.69,1.0,0.07978976281453658,0.9202102371854635
rest16_quad_test_395,null,restaurant#general,very very disappointed,2.40#7.50,3.71#6.12,0.9617805083592733,0.16818191415844927,0.793598594200824
rest16_quad_dev_96,pad thai,food#quality,best,7.75#8.00,7.89#7.87,1.0,0.01688657010763284,0.9831134298923672
rest16_quad_train_219,server,service#general,really cool,7.25#7.50,7.56#7.44,0.999999980131785,0.027908891952207592,0.9720910881795775
rest16_quad_train_1063,lobster,food#quality,good,6.25#6.50,6.47#6.62,1.0,0.022150056433336673,0.9778499435666633
rest16_quad_train_409,shabu - shabu restaurant,restaurant#general,best,7.80#8.00,7.90#7.87,1.0,0.014496766880929022,0.985503233119071
rest16_quad_train_526,parmesan bruschetta,food#quality,winner,8.25#8.12,7.63#7.69,1.0,0.06669075085797124,0.9333092491420287
rest16_quad_train_541,place,restaurant#general,great,7.50#7.38,7.70#7.67,0.9408895969390869,0.031137296767702886,0.909752300171384
rest16_quad_test_326,server,service#general,friendly,7.25#7.38,7.84#7.81,0.999999980131785,0.0645295474957015,0.9354704326360835
rest16_quad_test_326,server,service#general,very professional,7.75#7.88,7.84#7.81,0.999999980131785,0.010077822185373193,0.9899221579464118
rest16_quad_train_908,drinks,drinks#quality,null,6.00#5.88,5.05#5.42,0.9597441355387369,0.09329472787891073,0.8664494076598263
rest16_quad_test_147,kafta plate,food#quality,enjoyed,7.25#7.38,7.81#7.80,1.0,0.06187184335382287,0.9381281566461771
rest16_quad_test_208,pizza,food#quality,better,5.75#6.25,7.56#7.51,0.964114248752594,0.19492987521157443,0.7691843735410195
rest16_quad_test_289,sake,drinks#quality,good,6.50#6.25,6.79#6.83,0.9468970696131388,0.05731628259055188,0.8895807870225869
rest16_quad_test_289,food,food#quality,good,6.50#6.25,6.72#6.78,1.0,0.05072135891318371,0.9492786410868163
rest16_quad_dev_104,big wong,restaurant#general,great,7.38#7.62,7.67#7.65,1.0,0.025769410160110383,0.9742305898398896
rest16_quad_train_601,food,food#quality,great,7.33#7.50,7.84#7.79,1.0,0.05185617128172883,0.9481438287182712
rest16_quad_train_601,service,service#general,great,7.17#7.33,7.85#7.80,1.0,0.0730635425503034,0.9269364574496965
rest16_quad_train_601,setting,ambience#general,unpretensious,7.50#7.67,7.91#7.88,0.999999980131785,0.040716243687255835,0.9592837364445292
rest16_quad_train_1090,sushi,food#quality,good,7.33#7.33,7.25#7.21,0.9035727580388387,0.012747548783981972,0.8908252092548568
rest16_quad_train_1090,service,service#general,pleasant,7.67#7.50,7.87#7.86,1.0,0.03640054944640262,0.9635994505535974
rest16_quad_train_1090,service,service#general,effective,7.50#7.50,7.81#7.80,1.0,0.038130122606674074,0.961869877393326
rest16_quad_train_1090,service,service#general,unassuming,7.33#7.33,7.69#7.71,1.0,0.046266888808304374,0.9537331111916956
rest16_quad_train_38,null,service#general,null,5.00#5.00,5.03#5.39,0.9503328800201416,0.0345732917148483,0.9157595883052934
rest16_quad_train_431,food,food#quality,delicious,7.25#7.25,7.87#7.82,1.0,0.07444062231067122,0.9255593776893287
rest16_quad_train_431,dishes,food#quality,never a disappointment,7.00#7.00,7.55#7.57,1.0,0.07001115982470224,0.9299888401752978
rest16_quad_train_742,food,food#quality,yummy,7.50#8.00,7.69#7.64,1.0,0.03597959491156068,0.9640204050884393
rest16_quad_dev_17,raga ' s,ambience#general,romantic,7.50#7.67,7.89#7.84,0.9578036268552145,0.03760402239122828,0.9201996044639862
rest16_quad_test_30,food,food#quality,high quality,8.00#8.25,7.55#7.61,0.9093549251556396,0.06915223242961863,0.840202692726021
rest16_quad_test_30,service,service#general,good,7.00#7.00,6.88#6.81,1.0,0.01986281072758841,0.9801371892724116
rest16_quad_train_1216,rolls,food#quality,great,7.50#7.50,7.90#7.90,0.9550964037577311,0.050000000000000044,0.905096403757731
rest16_quad_train_1216,triple color and norwegetan rolls,food#quality,awesome,8.00#8.00,7.87#7.88,0.9349112709363302,0.015637495003996003,0.9192737759323342
rest16_quad_train_127,menu,food#style_options,null,5.00#5.00,4.94#5.41,0.9170447985331217,0.036625213309959034,0.8804195852231627
rest16_quad_train_726,margheritta slice,food#quality,awsome,7.88#7.88,4.65#6.21,0.9999999602635702,0.32139588127416935,0.6786040789894008
rest16_quad_train_1474,staff,service#general,horrified,1.00#9.00,2.39#7.27,1.0,0.1961544353309402,0.8038455646690598
rest16_quad_train_951,jazz duo,ambience#general,on point,7.00#7.00,5.77#6.52,0.9536290168762207,0.1167027473969658,0.8369262694792549
rest16_quad_train_149,moules,food#quality,excellent,8.17#8.00,7.86#7.86,1.0,0.03006503367701419,0.9699349663229858
rest16_quad_train_149,lobster ravioli,food#quality,very salty,2.67#7.50,6.85#7.47,1.0,0.3694728085394106,0.6305271914605894
rest16_quad_train_386,service,service#general,slow,3.00#6.40,2.75#6.55,1.0,0.025769410160110355,0.9742305898398896
rest16_quad_train_1100,place,restaurant#general,bad,2.67#6.67,3.63#6.01,1.0,0.10297147663309486,0.8970285233669051
rest16_quad_train_610,null,service#general,null,4.75#5.50,4.95#5.40,1.0,0.019764235376052368,0.9802357646239477
rest16_quad_train_51,food,food#quality,well prepared,7.83#8.00,7.72#7.73,1.0,0.025769410160110355,0.9742305898398896
rest16_quad_train_51,service,service#general,impecable,8.00#8.17,7.70#7.72,1.0,0.04780330793993236,0.9521966920600676
rest16_quad_test_318,honwy walnut prawns,food#quality,just outstanding,8.75#8.88,7.90#7.88,0.9663216670354208,0.11600444495794118,0.8503172220774796
rest16_quad_train_1485,meal,food#quality,best,8.00#7.62,7.92#7.91,1.0,0.02659005923272831,0.9734099407672717
rest16_quad_train_1405,food,food#quality,very good,7.25#7.38,6.74#6.73,1.0,0.07302610834489259,0.9269738916551074
rest16_quad_train_1469,null,restaurant#prices,null,5.00#5.00,4.98#5.36,0.9436036348342896,0.03186887195995493,0.9117347628743346
rest16_quad_train_932,$ 10 10 - piece dim sum combo,food#quality,great,7.38#7.38,7.54#7.54,0.9662601749102274,0.020000000000000018,0.9462601749102274
rest16_quad_train_1294,null,restaurant#general,unpleasant,2.00#7.67,3.66#6.75,0.9587862094243368,0.167751676593708,0.7910345328306287
rest16_quad_train_1294,null,restaurant#prices,costly,1.67#8.17,7.36#7.55,1.0,0.505906519279995,0.49409348072000503
rest16_quad_train_969,null,restaurant#general,null,4.33#5.17,4.99#5.42,1.0,0.062381136972645836,0.9376188630273542
rest16_quad_test_282,9 oz steak,food#quality,great,7.50#7.67,7.36#7.31,1.0,0.03414125070936917,0.9658587492906309
rest16_quad_train_1005,mussels,food#quality,fantastic,8.00#8.00,7.81#7.86,1.0,0.020860399085348303,0.9791396009146517
rest16_quad_dev_35,pizza,food#quality,excellent,8.17#8.17,7.80#7.78,1.0,0.04751644452187052,0.9524835554781295
rest16_quad_dev_35,wine,drinks#quality,excellent,8.17#8.17,7.78#7.77,1.0,0.0493789555377592,0.9506210444622408
rest16_quad_dev_35,service,service#general,excellent,8.17#8.17,7.80#7.78,1.0,0.04751644452187052,0.9524835554781295
rest16_quad_train_1307,chicken,food#quality,inedible,2.00#7.38,2.49#7.04,0.999999980131785,0.052715332209898866,0.9472846479218862
rest16_quad_train_376,staff,service#general,friendliest,7.38#7.25,7.66#7.74,1.0,0.04988267484808731,0.9501173251519127
rest16_quad_train_1468,food,food#quality,fabulous,7.88#7.88,7.83#7.82,1.0,0.0069033506357420015,0.993096649364258
rest16_quad_train_1468,front of house staff,service#general,null,4.88#4.75,5.03#5.41,1.0,0.05982396050078933,0.9401760394992107
rest16_quad_train_1402,pork belly tacos,food#quality,null,5.33#5.33,5.15#5.35,0.9349112709363302,0.016007810593582094,0.9189034603427481
rest16_quad_dev_123,chicken teriyaki,food#style_options,null,4.12#5.88,5.04#5.39,0.9349112709363302,0.0921318688077041,0.8427794021286261
rest16_quad_test_19,italian food,food#quality,fabulous,8.17#8.50,7.94#7.90,0.999999980131785,0.0567959615641816,0.9432040185676034
rest16_quad_train_1429,server,service#general,enhanced,7.50#7.62,7.80#7.80,0.999999980131785,0.03092329219213243,0.9690766879396526
rest16_quad_train_1429,appetizer,food#quality,delicious,7.62#7.75,7.86#7.81,0.9488082130750021,0.021866069605669884,0.9269421434693322
rest16_quad_train_1308,dinner,food#prices,null,4.83#5.33,4.95#5.40,0.999999980131785,0.012279301690242835,0.9877206784415422
rest16_quad_train_878,service,service#general,friendly,7.17#7.00,7.50#7.46,1.0,0.050039047253120236,0.9499609527468797
rest16_quad_test_354,snooze,ambience#general,excellent,7.67#7.83,7.73#7.68,0.9122267564137777,0.014279574573494871,0.8979471818402829
rest16_quad_train_574,food,food#quality,average or above,5.75#6.00,5.35#5.57,0.9595811367034912,0.05190887448211529,0.9076722622213759
rest16_quad_train_31,food,food#quality,awesome,8.12#7.88,7.81#7.86,1.0,0.027457353295610956,0.9725426467043891
rest16_quad_test_322,restaurant,restaurant#general,delightful,7.83#8.00,7.93#7.90,1.0,0.012499999999999956,0.9875
rest16_quad_dev_162,spot,restaurant#general,great,7.00#6.88,7.73#7.74,0.9478551546732584,0.09970660083464891,0.8481485538386095
rest16_quad_dev_162,food,food#quality,great,7.00#6.88,7.73#7.74,0.9259320497512817,0.09970660083464891,0.8262254489166329
rest16_quad_train_1166,bread,food#quality,horrible,1.67#8.67,2.39#7.23,1.0,0.14230249470757703,0.857697505292423
rest16_quad_train_1166,appetizer of olives,food#quality,disappointing,2.17#8.17,2.42#7.13,0.9581985870997111,0.09454248383663294,0.8636561032630781
rest16_quad_train_227,bagel,food#style_options,huge,7.33#7.50,7.53#7.53,0.9321425755818685,0.017875437057593882,0.9142671385242747
rest16_quad_train_514,restaurant,restaurant#general,highly recommend,7.62#7.62,7.90#7.88,1.0,0.03377314021526574,0.9662268597847342
rest16_quad_train_1296,wait,service#general,null,5.50#5.80,4.97#5.41,1.0,0.05816195062065921,0.9418380493793408
rest16_quad_train_207,decor,ambience#general,vibrant,7.67#7.67,7.89#7.93,0.999999980131785,0.03010398644698071,0.9698959936848043
rest16_quad_train_207,semi - private boths,ambience#general,great,7.50#7.67,7.77#7.77,0.9928600192070007,0.02544909133937787,0.9674109278676228
rest16_quad_train_268,atmosphere,ambience#general,noisy,3.67#6.50,4.42#6.29,1.0,0.06884084906507182,0.9311591509349282
rest16_quad_train_268,waiters,service#general,fast,6.33#6.33,5.55#6.83,0.9101536870002747,0.08189169677079601,0.8282619902294787
rest16_quad_train_202,cafe spice,restaurant#general,best,7.62#7.38,7.78#7.75,0.9729280670483907,0.03563048203434807,0.9372975850140427
rest16_quad_test_82,pumpkin ravioli,food#quality,loved,7.25#7.12,7.67#7.66,1.0,0.060466933112239114,0.9395330668877608
rest16_quad_test_82,goat cheese gnocchi,food#quality,loved,7.25#7.12,7.69#7.69,1.0,0.06364574809050487,0.9363542519094952
rest16_quad_test_82,filet mignon on top of spinach and mashed potatoes,food#quality,loved,7.25#7.12,7.65#7.65,0.951115071773529,0.05869012906784244,0.8924249427056866
rest16_quad_train_263,yellowtail,food#quality,particularly good,7.12#7.00,6.87#6.85,1.0,0.025769410160110393,0.9742305898398896
rest16_quad_test_515,null,service#general,null,4.88#4.88,4.95#5.40,1.0,0.04637651614772291,0.9536234838522771
rest16_quad_test_222,crab cakes,food#quality,best,6.88#6.50,7.90#7.89,1.0,0.15238981675295762,0.8476101832470424
rest16_quad_train_10,wine list,drinks#style_options,interesting,7.00#7.00,7.86#7.80,1.0,0.10381774896423059,0.8961822510357694
rest16_quad_train_1228,chicken lollipop,food#quality,favorite,8.50#8.50,7.91#7.87,0.9193486968676249,0.07629097259833562,0.8430577242692893
rest16_quad_train_1228,dishes,food#quality,quite oily,3.67#6.83,4.68#6.58,0.9488082130750021,0.09196636613458202,0.8568418469404201
rest16_quad_train_1228,chilli chicken,food#quality,very spicy,4.17#6.17,7.56#7.55,1.0,0.3235122196301091,0.6764877803698909
rest16_quad_train_267,food,food#quality,great,7.33#7.33,7.65#7.63,0.9488082130750021,0.03877015604817706,0.910038057026825
rest16_quad_train_267,service,service#general,great,7.00#7.00,7.59#7.57,1.0,0.07251077506136588,0.9274892249386342
rest16_quad_test_248,food,food#quality,ok,6.00#5.75,5.44#5.45,1.0,0.05615269361304047,0.9438473063869596
rest16_quad_test_248,food,food#prices,a bit pricey,3.50#5.50,4.26#5.66,0.9777312080065409,0.06864765108872987,0.9090835569178111
rest16_quad_train_22,service,service#general,excellent,8.00#8.25,7.84#7.82,1.0,0.04055282049377081,0.9594471795062292
rest16_quad_train_22,decor,ambience#general,cool,7.75#8.00,7.73#7.68,0.999999980131785,0.02833946012188661,0.9716605200098984
rest16_quad_train_1333,service,service#general,not the friendliest,2.90#5.75,4.76#6.34,0.999999980131785,0.17247508878095988,0.8275248913508252
rest16_quad_train_203,service,service#general,just average ok,5.50#5.25,5.04#5.56,0.9522366722424825,0.04902964664363794,0.9032070255988446
rest16_quad_dev_18,jekyll and hyde,restaurant#general,great,7.75#7.88,7.88#7.87,1.0,0.011524430571616097,0.9884755694283839
rest16_quad_train_446,service,service#general,always great,7.62#7.88,7.74#7.69,0.9332740306854248,0.019862810727588345,0.9134112199578365
rest16_quad_train_329,meals,food#quality,edible,2.83#6.33,3.67#6.02,0.9831883907318115,0.07914089492797007,0.9040474958038415
rest16_quad_test_109,food,food#quality,simply unforgettable,8.17#8.17,4.42#6.60,0.9916404287020365,0.35933314973712066,0.6323072789649158
rest16_quad_train_909,drinks,drinks#quality,amazing,8.00#8.00,7.91#7.91,0.9468970696131388,0.011249999999999982,0.9356470696131388
rest16_quad_train_74,null,restaurant#general,disappointment,2.67#7.33,2.98#6.53,0.9252576430638632,0.07583390567549582,0.8494237373883673
rest16_quad_train_399,salads,food#quality,great,7.00#6.75,7.68#7.63,0.9612411459287008,0.09829801625668748,0.8629431296720134
rest16_quad_train_1461,null,restaurant#general,null,3.83#4.50,4.96#5.41,1.0,0.12823927830426993,0.87176072169573
rest16_quad_dev_27,restaurant,restaurant#general,fresh,7.38#7.00,7.90#7.86,1.0,0.0888291900221994,0.9111708099778006
rest16_quad_dev_27,restaurant,restaurant#general,amazing,7.75#7.50,7.95#7.93,1.0,0.04191695659276802,0.9580830434072319
rest16_quad_dev_27,food,food#quality,delicious,7.38#7.12,7.96#7.90,1.0,0.08591420138719794,0.914085798612802
rest16_quad_train_1470,waiters,service#general,fantastic,8.17#8.33,7.76#7.82,1.0,0.057838676506296365,0.9421613234937036
rest16_quad_train_1470,front of house staff,service#general,so hideous,3.33#5.25,6.84#7.23,0.9731961488723755,0.35620065447722016,0.6169954943951553
rest16_quad_train_1470,fish dishes,food#quality,exceptional,8.17#8.67,7.68#7.66,1.0,0.09922354811233067,0.9007764518876693
rest16_quad_train_774,interior decor,ambience#general,cute,7.17#7.50,7.12#7.12,1.0,0.03387707558216912,0.9661229244178309
rest16_quad_test_577,salsa,food#quality,so yummy,7.17#7.50,7.85#7.83,0.9472838242848715,0.06680779333281407,0.8804760309520574
rest16_quad_train_762,food,food#quality,excellent,8.25#8.38,7.85#7.85,1.0,0.058690129067842496,0.9413098709321575
rest16_quad_test_300,wait staff,service#general,very friendly,7.38#7.50,7.61#7.58,0.9790489276250204,0.021523969197153242,0.9575249584278671
rest16_quad_test_300,cooks,service#general,very friendly,7.50#7.62,7.62#7.58,0.9790489276250204,0.011180339887498957,0.9678685877375214
rest16_quad_train_593,lobster sandwich,food#quality,fantastic,8.25#8.50,7.88#7.94,1.0,0.0593256373754214,0.9406743626245786
rest16_quad_train_1049,null,restaurant#general,null,5.50#5.50,4.98#5.40,1.0,0.04680411306712259,0.9531958869328774
rest16_quad_train_1081,food,food#quality,luke warm,5.40#5.90,6.23#6.89,1.0,0.11418871441609275,0.8858112855839072
rest16_quad_train_850,bbq ribs,food#style_options,best,7.38#7.12,7.90#7.90,0.9727579156557719,0.0828590670958828,0.8898988485598891
rest16_quad_train_980,areo,restaurant#general,enjoyable,7.62#7.75,7.82#7.78,1.0,0.017875437057593882,0.9821245629424061
rest16_quad_test_476,null,food#quality,delicious,8.00#8.00,7.93#7.89,1.0,0.011524430571616147,0.9884755694283839
rest16_quad_test_476,null,ambience#general,welcoming,8.00#8.00,7.92#7.93,1.0,0.009395810236483088,0.9906041897635169
rest16_quad_test_476,null,ambience#general,relaxing,8.00#8.00,7.94#7.91,1.0,0.009560661587986442,0.9904393384120136
rest16_quad_train_731,food,food#quality,reliable,6.88#6.88,7.44#7.36,1.0,0.06519202405202654,0.9348079759479735
rest16_quad_train_1288,service,service#general,sadly,3.00#6.00,3.71#6.06,1.0,0.06297941131830306,0.9370205886816969
rest16_quad_train_782,null,service#general,null,5.00#5.00,4.91#5.40,0.9503328800201416,0.036239222535810585,0.914093657484331
rest16_quad_train_663,scallops,food#quality,really like,6.62#6.75,7.38#7.27,0.9466806650161743,0.08139410298049848,0.8652865620356758
rest16_quad_train_663,mahi mahi ( on saffron risotto,food#quality,really like,6.75#6.88,7.33#7.21,0.903421958287557,0.05898225368702014,0.8444397046005369
rest16_quad_train_323,tables,ambience#general,crammed,3.00#5.50,3.58#6.11,1.0,0.07439863069976492,0.9256013693002351
rest16_quad_train_323,menu,food#style_options,typical,5.50#5.50,6.95#7.00,0.9321425755818685,0.18440148114914912,0.7477410944327194
rest16_quad_train_323,wine list,drinks#prices,simply overpriced,3.50#5.50,2.71#6.68,0.9228994250297546,0.12551456588778848,0.7973848591419661
rest16_quad_test_393,meal,food#quality,null,6.40#6.40,5.12#5.43,1.0,0.14195344747486766,0.8580465525251324
rest16_quad_train_647,mizu,restaurant#general,null,5.00#5.00,5.07#5.43,1.0,0.03850730450187338,0.9614926954981267
rest16_quad_dev_99,food,food#quality,good,6.83#6.83,6.56#6.64,1.0,0.029181543824821934,0.970818456175178
rest16_quad_dev_128,quesadilla,food#quality,null,4.67#4.67,5.01#5.40,1.0,0.07117869238753971,0.9288213076124603
rest16_quad_test_319,exotic fish,food#quality,null,5.00#5.00,5.03#5.38,0.9790163437525431,0.03369207992985888,0.9453242638226842
rest16_quad_test_319,plate,food#prices,null,5.00#5.00,5.02#5.39,0.910013218720754,0.034516753178710155,0.8754964655420439
rest16_quad_train_1440,salmon,food#quality,fishy,1.50#8.67,3.28#6.11,1.0,0.2755959451806212,0.7244040548193789
rest16_quad_train_1440,salmon,food#quality,dry,1.50#8.67,3.13#6.16,1.0,0.2645308346866202,0.7354691653133798
rest16_quad_train_1440,salmon,food#quality,bland,1.50#8.67,2.77#6.62,1.0,0.21314974196559563,0.7868502580344043
rest16_quad_train_681,italian food,food#quality,best,8.62#8.62,7.86#7.85,0.9800127744674683,0.09562704246184747,0.8843857320056208
rest16_quad_train_1043,null,food#quality,very yummy,7.25#7.50,4.81#6.19,0.9763157765070597,0.24478466302037796,0.7315311134866818
rest16_quad_train_1206,food,food#quality,flavorful,7.50#8.00,7.85#7.88,1.0,0.0327036886298778,0.9672963113701222
rest16_quad_train_1206,food,food#style_options,plentiful,8.00#8.25,7.90#7.92,0.9349112311999003,0.030477963350591518,0.9044332678493088
rest16_quad_train_952,music,ambience#general,good,7.33#7.33,6.94#6.92,0.9999999602635702,0.050015622559356376,0.9499843377042139
rest16_quad_train_952,food,food#quality,great,7.67#7.67,7.65#7.62,1.0,0.004759858191164913,0.9952401418088351
